Place_Name,Address,City,Rating,Total_Rati,Latitude,Longitude,Type,Descriptio
Lanesfield Historic Site,"18745 S Dillie Rd, Edgerton",Edgerton,4.7,49,38.788536,-94.991698,"museum, point_of_interest, establishment","Randomly cruising on my day off and always on the lookout for ""brown"" signs! My doggo & I found a geocache as well! ?á???£"
"Murphy Bromelsick House, homesite of John Speer at Hobbs Park Memorial","702 E 11th St, Lawrence",Lawrence,0.0,0,38.9654163,-95.2275862,"point_of_interest, establishment",No description available
Historic Ottawa Trail Bridge (West),"JP95+V3, Ottawa",Ottawa,5.0,1,38.6196954,-95.2922834,"point_of_interest, establishment","I was born and raised in Ottawa, Kansas and ever sing I was a kid I always hung out with my friends down at the Ottawa second Steeet Dam. The Dam itself isn?ÇÖt directly connected to this bridge but you can go through the woods like we used to do..

Or j"
Santa Fe Trail Historical Marker,Ridgeway,Ridgeway,0.0,0,38.773719,-95.6859096,"point_of_interest, establishment",No description available
The Old Baptist Mission or Wea Mission Site,"H582+JM, Paola",Paola,0.0,0,38.5665705,-94.8483638,"point_of_interest, establishment",No description available
WELLSVILLE HISTORICAL SOCIETY,"418 Main St, Wellsville",Wellsville,0.0,0,38.7197679,-95.0821299,"point_of_interest, establishment",No description available
Spring Valley Historic Site,"816 N Spring Valley Rd, Junction City",Junction City,4.7,10,39.0296294,-96.8721267,"tourist_attraction, point_of_interest, establishment",Met here with the area home school group. It was very informative and the wild flower area was fun to see all the varieties blooming.
Geary County Historical Society,"530 N Adams St, Junction City",Junction City,4.5,41,39.0278966,-96.8337989,"tourist_attraction, museum, point_of_interest, establishment","I definitely enjoyed my time here. It is just unfortunate that it took me so long to visit. As someone who only lived in the area for a short time, I highly suggest coming here to grasp a piece of the history that sorrounds the Geary County communities."
Ogden Monument,"Huebner Rd, Fort Riley",Fort Riley,4.2,18,39.0643223,-96.7928187,"point_of_interest, establishment",Beautiful overlook and outdoor religious area on Fort Riley. If you get a chance to visit definitely recommend even if just for the view
Onaga Historical Society,"310 E 2nd St, Onaga",Onaga,4.9,7,39.4889827,-96.1659909,"museum, tourist_attraction, point_of_interest, establishment","Wonderful displays of local history, including a full-sized caboose, a one-room schoolhouse, and a settler's cabin. Marvelous way to spend an afternoon."
Wamego Historical Museum,"406 4th St, Wamego",Wamego,4.7,30,39.2021295,-96.3004304,"museum, tourist_attraction, point_of_interest, establishment","The staff was so friendly and told us a lot about the items in the main room.  One of the volunteers opened all of the display building on site so we could see them (school house, store, cabin, etc)."
Welcome to The Flint Hills Sign,"393-301 N Humboldt Creek Rd, Junction City",Junction City,4.5,2,39.0616799,-96.7204732,"point_of_interest, establishment",Beautiful place to stretch your legs
Goodnow House State Historic Site,"2301 Claflin Rd, Manhattan",Manhattan,4.5,13,39.192832,-96.5955693,"tourist_attraction, museum, point_of_interest, establishment",They didn't open until 2 pm so we waited and it was worth it. The gentleman who gave us the tour was very informative and told great stories.
The Mormon Trail South Fork Historical Marker,"Kennel Dr, Junction City",Junction City,5.0,1,39.0379154,-96.7655388,"point_of_interest, establishment",
Riley County Historical Museum,"2309 Claflin Rd, Manhattan",Manhattan,4.7,69,39.1923837,-96.5960979,"museum, tourist_attraction, point_of_interest, establishment",Great collection of local history. Be sure to visit the Goodnow house across from the museum. Got a wonderful guided tour of it from one of the staff members--very knowledgeable!
Historic Deep Creek Schoolhouse,"3125 Deep Creek Rd, Manhattan",Manhattan,5.0,8,39.1208508,-96.4825012,"point_of_interest, establishment",Interesting place with many years of history.
Historical Hand-Dug Well,"401 Road to Oz Highway, Westmoreland",Westmoreland,4.3,15,39.3962435,-96.4080357,"point_of_interest, establishment","It's amazing to read about it and to think it was hand dug. It was just sad to see that people thought it was a trashcan of some sort.... no, not the algae because that's going to be a thing in any still water situation. The plastic jugs, the shoes and o"
First Territorial Capitol State Historic Site,"693 Huebner Rd, Fort Riley",Fort Riley,4.4,43,39.0852807,-96.7621019,"tourist_attraction, museum, point_of_interest, establishment","The capital building itself is pretty cool. There are several neat museums on Fort Riley. I would?ÇÖve given it five stars if not for the background check required to enter the base. You will not be allowed to enter without providing a picture ID, Social"
Kimble Castle,"2001 Poyntz Ave, Manhattan",Manhattan,5.0,2,39.1792267,-96.5887131,"point_of_interest, establishment","Kimball Castle is an AMAZING local treasure!! The historic design and incredible grounds are stunning!  I did the home inspection when it sold recently and there was so much to see! The Guest House is beautiful! At some point, my wife and I hope to spend"
The vieux Crossing and the Miltary road,"19466-19886 Oregon Trail Rd, Wamego",Wamego,3.0,1,39.2564926,-96.2507483,"point_of_interest, establishment","Not quite sure what to make of this place, since there is barely anything here at all. There are two interesting historical markers describing the crossing and the military road, plus a pavilion over a single picnic table. Barely enough parking for a cou"
Wabaunsee County Historical Society & Museum,"227 Missouri Ave, Alma",Alma,4.7,13,39.0126409,-96.2896837,"museum, tourist_attraction, point_of_interest, establishment","Great little museum of local history, covering Wabaunsee County from its frontier days. Lots and lots of exhibits spread out through the building.

When I visited in July 2022, the museum was undergoing some minor renovations in part of the building. Not"
Oregon Trail Monument,"200 E Mission St, St Marys",St Marys,5.0,1,39.1910513,-96.0616984,"point_of_interest, establishment","Amazing marker. Absolutely incredible that the Oregon Trail passed right through St. Marys. This monument was erected by Spanish-American War veterans.

Unfortunately, it is in a rather inconvenient location, sandwiched in between the railroad and a some"
World War I Memorial Arch,"200 E Mission St, St Marys",St Marys,5.0,3,39.1912011,-96.0613208,"point_of_interest, establishment",The arch is next to a convent thus happened to stumble upon women of the cloth. A quite and meditative place to take a stroll on. A great site to lear more about the part St. Mary?ÇÖs played in the early stages our our history as well as religion.
The California-Oregon Trail Historical Marker,Westmoreland,Westmoreland,4.4,5,39.3812527,-96.4051985,"point_of_interest, establishment","This was a nice surprise finding the rest/picnic stop along our route on our way to Pawnee SRA.  It was an easy off and on from the road, and plenty of parking for our rig.  Across the road was the rest of the rest stop but perhaps too small for us to ge"
Vieux Crossing Cemetery and Historical Marker,Louisville,Louisville,4.6,5,39.255884,-96.246578,"point_of_interest, establishment",We found this spot while looking for an Oregon trail crossing. Interesting historical information hidden in Kansas.
Fort Leavenworth - Fort Riley Military Road,Manhattan,Manhattan,5.0,1,39.1588092,-96.6817779,"point_of_interest, establishment",
"Roadside Marker ""The Story of Agriculture",Goodland,Goodland,4.0,1,39.5894673,-101.7135657,"point_of_interest, establishment","This location is good, I recommend it to everyone, it helps you collect well."
Cherry Creek Encampment,Wheeler,Wheeler,4.6,8,39.7866695,-101.8391888,"point_of_interest, establishment",Very interesting  history of the area and the Indians.
Sherman County Historical Society,"202 W 13th St, Goodland",Goodland,3.8,4,39.3460972,-101.7134327,"point_of_interest, establishment",My husband and I were traveling through the area and had the good fortune to find the Historical Society open. The gentleman there was extremely knowledgeable and provided us a great tour of the building and the artifacts displayed there. We purchased an
Butterfield Trail Museum,"515 Hilts Ave, Russell Springs",Russell Springs,4.7,14,38.9123597,-101.1804207,"museum, point_of_interest, establishment",Excellent collection of history for the area. Gorgeous old courthouse! Well worth the stop!
Fort Wallace Museum,"2655 U.S. Hwy 40, Wallace",Wallace,4.7,262,38.9103451,-101.5828513,"museum, point_of_interest, establishment",This was a great stop for my 1 yo and 3 yo. So much they are allowed to touch and explore. They have dinosaurs and trains and butter churners and play horses to ride. It was so much great stuff to learn and so much fun stuff to explore.
MUSEUM OF CHEYENNE COUNTY,St Francis,St Francis,4.8,26,39.7669131,-101.8029654,"museum, point_of_interest, establishment","This museum was a nice surprise. We stopped here just to check it out and ended up staying for a while. It's larger than expected and has very detailed displays. Items related to, or made by, the people of Cheyenne County are well labeled and add depth a"
"Western Vistas Historic Byway, Kansas","2655 U.S. Hwy 40, Wallace",Wallace,0.0,0,38.9103372,-101.5829642,"tourist_attraction, point_of_interest, establishment",No description available
High Plains Museum,"1717 Cherry Ave, Goodland",Goodland,4.7,29,39.3408935,-101.7054026,"tourist_attraction, museum, local_government_office, point_of_interest, establishment",Well worth the stop!  A lot of Kansas history with very interesting items displayed. The Helicopter was very cool. You can make it turn the blades. Super friendly staff and very knowledgeable.
Mary Seaman Ennis House,"202 W 13th St, Goodland",Goodland,0.0,0,39.3460972,-101.7134618,"point_of_interest, establishment",No description available
Telephone Building,"1003 Main Ave, Goodland",Goodland,4.0,1,39.3488923,-101.7115682,"point_of_interest, establishment",
St. Francis Motorcycle Museum,"110 E Washington St, St Francis",St Francis,4.9,240,39.7744422,-101.8008969,"museum, tourist_attraction, point_of_interest, establishment","We found this place because I was tired of driving on the Interstate and decided to take back roads.

Being a motorcycle enthusiast, I had to check it out. I was BLOWN AWAY. They had EVERYTHING you can imagine!

The attendant on duty was polite, helpful"
World's Largest Easel,"1901-1917 Cherry Ave, Goodland",Goodland,4.7,342,39.3379373,-101.7048227,"museum, tourist_attraction, point_of_interest, establishment","I love seeing odd stuff like this! It's nothing mind-blowing, but if you're on the long boring trip on  I70 through Kansas, it's a cool place to get out and stretch your legs and see something you definitely don't see every day."
Fort Wallace Post Cemetery,Wallace,Wallace,4.7,10,38.9029021,-101.5595393,"cemetery, point_of_interest, establishment",this  is  where  the  actual  fort  was  located  though  nothing  remains  except  the  cemetery.   A  good  GPS  app  or  a  state atlas  is  recommended  to  find  this  place.  A  more  challenging  place  to  find  but  worth  the  effort.
